
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,594,6,6,6,6,0,0,0,0,0,0,0
1,593,7,7,1,7,0,0,0,0,0,0,0
2,589,11,11,4,9,2,0,0,0,0,0,0
3,588,12,12,1,7,5,0,0,0,0,0,0
4,582,17,17,5,10,7,1,1,0,0,0,1
5,579,21,21,4,14,7,1,4,0,0,0,1
6,577,23,23,2,10,13,3,4,0,0,0,1
7,576,24,24,1,8,16,3,4,0,0,0,1
8,574,26,26,2,7,19,7,6,0,0,0,1
9,570,29,29,3,6,23,10,6,0,0,0,2
10,566,34,34,5,9,25,12,7,0,0,0,2
11,559,40,40,6,14,26,16,7,0,0,0,3
12,549,47,50,10,21,26,15,7,2,0,2,5
13,545,50,56,6,21,29,16,4,5,0,5,5
14,538,54,62,6,20,34,16,5,7,0,7,6
15,532,61,69,7,19,42,22,5,7,0,7,6
16,526,61,75,6,19,42,23,5,13,1,12,6
17,517,66,84,9,24,42,24,8,16,2,14,7
18,507,73,93,9,22,51,26,10,18,2,16,9
19,495,84,107,14,33,51,26,11,21,2,19,9
20,487,89,115,8,33,56,30,15,23,2,21,10
21,482,94,121,6,21,73,30,17,24,3,21,10
22,472,99,130,9,26,73,33,18,27,4,23,12
23,462,105,141,11,26,79,39,25,32,5,27,13
24,446,115,158,17,36,79,36,25,38,7,31,14
25,437,117,168,10,37,80,36,28,46,9,37,14
26,428,118,176,8,36,82,38,26,52,10,42,16
27,419,125,187,11,34,91,41,28,56,12,44,16
28,408,125,198,11,29,96,43,24,67,16,51,16
29,398,132,208,10,29,103,50,27,70,17,53,16
30,389,132,217,9,30,102,56,28,77,19,58,18
31,383,122,225,8,27,95,53,23,94,27,67,19
32,375,126,234,9,26,100,58,21,98,27,71,20
33,366,125,244,10,25,100,60,19,109,29,80,20
34,349,134,261,17,37,97,61,20,116,31,85,21
35,340,133,270,9,34,99,60,22,125,35,90,23
36,325,141,285,15,38,103,58,22,132,39,93,25
37,317,137,295,10,34,103,57,22,143,42,101,28
38,310,133,305,10,31,102,56,20,157,48,109,28
39,302,130,313,8,31,99,56,22,167,52,115,29
40,296,129,320,7,23,106,55,28,175,57,118,29
41,286,129,330,10,24,105,55,26,185,61,124,29
42,274,131,342,12,31,100,53,33,194,64,130,30
43,268,127,349,7,30,97,50,34,205,71,134,30
44,263,127,354,5,24,103,50,34,210,73,137,30
45,249,129,367,13,29,100,49,32,221,80,141,31
46,243,125,374,7,27,98,47,34,231,85,146,32
47,239,116,379,5,22,94,42,33,244,90,154,33
48,228,114,391,12,28,86,41,29,257,96,161,34
49,221,116,399,8,26,90,44,30,263,98,165,34
50,218,103,402,3,23,80,43,21,278,102,176,35
51,217,97,404,2,15,82,48,18,286,108,178,35
52,216,93,405,1,5,88,48,19,291,110,181,35
53,211,88,409,4,6,82,47,21,298,113,185,39
54,212,79,412,3,9,70,48,19,309,120,189,40
55,209,74,416,4,9,65,45,16,317,123,194,41
56,208,67,418,2,7,60,38,14,325,126,199,42
57,206,61,421,3,10,51,34,13,334,128,206,42
