Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,0.2422453885687575,0.22802401078603435,0.22802401078603435,0.22802401078603435,0.22802401078603435,0.0,0.0,0.0,0.0,0.0,0.0,0.05869799439039247
1,0.23375719078228213,0.22802401078603435,0.22802401078603435,0.0,0.22802401078603435,0.0,0.0,0.0,0.0,0.0,0.0,0.08226589066968622
2,0.2317674731625679,0.22802401078603435,0.22802401078603435,0.0,0.1898963034411309,0.15,0.0,0.0,0.0,0.0,0.0,0.09408785921958927
3,0.2574368609460141,0.2558783644111736,0.2558783644111736,0.0782639925205233,0.15075232212560652,0.19626821475015283,0.0,0.0,0.0,0.0,0.0,0.10286796479865916
4,0.30810433756810834,0.30052311294498035,0.30052311294498035,0.08832904506457771,0.12900552020136286,0.22802401078603435,0.11859446220058703,0.08795660086863087,0.0,0.0,0.0,0.11583687589961071
5,0.37451517480819946,0.3672048392102069,0.3672048392102069,0.11893466502855483,0.1779342745527293,0.235142338152701,0.16234083113790398,0.11579762911688181,0.0,0.0,0.0,0.12673044646258474
6,0.4249587026875659,0.42726638722998755,0.42726638722998755,0.11166327448488544,0.21653609119008035,0.25940101944458294,0.20193758411644894,0.13316656236958785,0.0,0.0,0.0,0.1403135018017824
7,0.5013114115129749,0.49968070613223414,0.49968070613223414,0.11981045636565055,0.23098165566236042,0.3144258837367502,0.20726940454540332,0.13656685194623566,0.0,0.0,0.0,0.14829332112711308
8,0.5778565408630258,0.571208182608397,0.5731879660673664,0.1378441514936709,0.2489655365383699,0.3763782752240172,0.22975393073213932,0.14177446878757827,0.0,0.0,0.0,0.15308279927654653
9,0.6406278486016982,0.6202182737316815,0.6221265258300872,0.13217680231684784,0.25427853971103376,0.43486791214126275,0.27365649779948364,0.14949071793082921,0.0,0.0,0.0,0.1751305429407077
10,0.7081944605398957,0.7008299553120045,0.7034482169565817,0.1534123643496623,0.2797979068664894,0.5123238795681473,0.31917032595417916,0.15275252316519466,0.0,0.0,0.0,0.1935187198942132
