
Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,194,6,6,0,6,6,0,6,6,0,0,0,0,0,0,0
1,194,6,6,0,6,0,0,0,6,0,0,0,0,0,0,0
2,194,6,6,0,6,0,0,0,3,3,0,0,0,0,0,0
3,198,5,6,0,6,0,0,0,1,4,0,0,0,0,0,0
4,197,6,6,0,6,0,0,0,0,6,3,0,0,0,0,0
5,200,6,6,0,6,0,0,0,0,6,4,0,0,0,0,0
6,200,6,6,0,6,0,0,0,0,6,5,1,0,0,0,0
7,200,6,6,0,6,0,0,0,0,6,5,1,0,0,0,0
8,200,6,6,0,6,0,0,0,0,6,5,1,0,0,0,0
9,200,6,6,0,6,0,0,0,0,6,5,1,0,0,0,0
10,200,6,6,0,6,0,0,0,0,6,5,1,0,0,0,0
11,200,6,6,0,6,0,0,0,0,6,5,1,0,0,0,0
12,200,3,6,0,6,0,0,0,0,3,2,1,3,0,3,0
13,200,2,6,0,6,0,0,0,0,2,1,1,4,0,4,0
14,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
15,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
16,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
17,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
18,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
19,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
20,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
21,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
22,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
23,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
24,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
25,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
26,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
27,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
28,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
29,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
30,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
31,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
32,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
33,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
34,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
35,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
36,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
37,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
38,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
39,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
40,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
41,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
42,200,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0
