
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,599,1,1,1,1,0,0,0,0,0,0,0
1,599,1,1,0,1,0,0,0,0,0,0,0
2,599,1,1,0,0,1,0,0,0,0,0,0
3,598,1,1,0,0,1,0,0,0,0,0,1
4,599,1,1,0,0,1,0,1,0,0,0,1
5,598,1,1,0,0,1,0,1,0,0,0,2
6,598,1,1,0,0,1,0,1,0,0,0,3
7,598,2,2,1,1,1,0,1,0,0,0,3
8,598,2,2,0,1,1,0,1,0,0,0,3
9,596,2,2,0,0,2,0,1,0,0,0,5
10,598,2,2,0,0,2,0,1,0,0,0,5
11,598,2,2,0,0,2,0,2,0,0,0,5
12,598,1,2,0,0,1,0,1,1,0,1,5
13,597,1,2,0,0,1,0,1,1,0,1,6
14,598,1,2,0,0,1,0,1,1,0,1,6
15,598,1,2,0,0,1,0,1,1,0,1,6
16,597,1,2,0,0,1,0,1,1,0,1,7
17,597,1,2,0,0,1,0,1,1,0,1,8
18,598,1,2,0,0,1,0,1,1,0,1,8
19,598,0,2,0,0,0,0,0,2,1,1,8
20,597,0,2,0,0,0,0,0,2,1,1,9
21,598,0,2,0,0,0,0,0,2,1,1,9
22,597,0,2,0,0,0,0,0,2,1,1,10
23,598,0,2,0,0,0,0,0,2,1,1,10
24,597,0,2,0,0,0,0,0,2,1,1,11
25,598,0,2,0,0,0,0,0,2,1,1,11
26,598,0,2,0,0,0,0,0,2,1,1,11
27,598,0,2,0,0,0,0,0,2,1,1,11
28,598,0,2,0,0,0,0,0,2,1,1,11
29,597,0,2,0,0,0,0,0,2,1,1,12
30,598,0,2,0,0,0,0,0,2,1,1,12
31,598,0,2,0,0,0,0,0,2,1,1,12
32,598,0,2,0,0,0,0,0,2,1,1,12
33,597,0,2,0,0,0,0,0,2,1,1,13
34,597,0,2,0,0,0,0,0,2,1,1,14
35,597,0,2,0,0,0,0,0,2,1,1,15
36,598,0,2,0,0,0,0,0,2,1,1,15
37,598,0,2,0,0,0,0,0,2,1,1,15
38,598,0,2,0,0,0,0,0,2,1,1,15
39,597,0,2,0,0,0,0,0,2,1,1,16
40,596,0,2,0,0,0,0,0,2,1,1,18
41,598,0,2,0,0,0,0,0,2,1,1,18
42,598,0,2,0,0,0,0,0,2,1,1,18
43,598,0,2,0,0,0,0,0,2,1,1,18
44,597,0,2,0,0,0,0,0,2,1,1,19
45,598,0,2,0,0,0,0,0,2,1,1,19
46,597,0,2,0,0,0,0,0,2,1,1,20
47,598,0,2,0,0,0,0,0,2,1,1,20
48,598,0,2,0,0,0,0,0,2,1,1,20
49,598,0,2,0,0,0,0,0,2,1,1,20
50,598,0,2,0,0,0,0,0,2,1,1,20
51,598,0,2,0,0,0,0,0,2,1,1,20
52,598,0,2,0,0,0,0,0,2,1,1,20
53,598,0,2,0,0,0,0,0,2,1,1,20
54,598,0,2,0,0,0,0,0,2,1,1,20
55,597,0,2,0,0,0,0,0,2,1,1,21
56,598,0,2,0,0,0,0,0,2,1,1,21
57,597,0,2,0,0,0,0,0,2,1,1,22
58,598,0,2,0,0,0,0,0,2,1,1,22
59,598,0,2,0,0,0,0,0,2,1,1,22
60,598,0,2,0,0,0,0,0,2,1,1,22
61,598,0,2,0,0,0,0,0,2,1,1,22
62,597,0,2,0,0,0,0,0,2,1,1,23
63,598,0,2,0,0,0,0,0,2,1,1,23
64,597,0,2,0,0,0,0,0,2,1,1,24
65,597,0,2,0,0,0,0,0,2,1,1,25
66,598,0,2,0,0,0,0,0,2,1,1,25
67,598,0,2,0,0,0,0,0,2,1,1,25
68,598,0,2,0,0,0,0,0,2,1,1,25
69,598,0,2,0,0,0,0,0,2,1,1,25
70,597,0,2,0,0,0,0,0,2,1,1,26
71,597,0,2,0,0,0,0,0,2,1,1,27
72,596,0,2,0,0,0,0,0,2,1,1,29
73,598,0,2,0,0,0,0,0,2,1,1,29
74,598,0,2,0,0,0,0,0,2,1,1,29
75,598,0,2,0,0,0,0,0,2,1,1,29
76,597,0,2,0,0,0,0,0,2,1,1,30
77,598,0,2,0,0,0,0,0,2,1,1,30
78,597,0,2,0,0,0,0,0,2,1,1,31
79,597,0,2,0,0,0,0,0,2,1,1,32
80,598,0,2,0,0,0,0,0,2,1,1,32
81,598,0,2,0,0,0,0,0,2,1,1,32
82,597,0,2,0,0,0,0,0,2,1,1,33
83,598,0,2,0,0,0,0,0,2,1,1,33
84,597,0,2,0,0,0,0,0,2,1,1,34
85,598,0,2,0,0,0,0,0,2,1,1,34
86,598,0,2,0,0,0,0,0,2,1,1,34
87,597,0,2,0,0,0,0,0,2,1,1,35
88,598,0,2,0,0,0,0,0,2,1,1,35
89,598,0,2,0,0,0,0,0,2,1,1,35
90,598,0,2,0,0,0,0,0,2,1,1,35
91,598,0,2,0,0,0,0,0,2,1,1,35
92,597,0,2,0,0,0,0,0,2,1,1,36
93,598,0,2,0,0,0,0,0,2,1,1,36
94,598,0,2,0,0,0,0,0,2,1,1,36
95,598,0,2,0,0,0,0,0,2,1,1,36
96,598,0,2,0,0,0,0,0,2,1,1,36
97,598,0,2,0,0,0,0,0,2,1,1,36
98,598,0,2,0,0,0,0,0,2,1,1,36
99,598,0,2,0,0,0,0,0,2,1,1,36
100,598,0,2,0,0,0,0,0,2,1,1,36
101,598,0,2,0,0,0,0,0,2,1,1,36
102,598,0,2,0,0,0,0,0,2,1,1,36
103,598,0,2,0,0,0,0,0,2,1,1,36
104,597,0,2,0,0,0,0,0,2,1,1,37
105,598,0,2,0,0,0,0,0,2,1,1,37
106,598,0,2,0,0,0,0,0,2,1,1,37
107,598,0,2,0,0,0,0,0,2,1,1,37
108,598,0,2,0,0,0,0,0,2,1,1,37
109,598,0,2,0,0,0,0,0,2,1,1,37
110,598,0,2,0,0,0,0,0,2,1,1,37
111,597,0,2,0,0,0,0,0,2,1,1,38
112,598,0,2,0,0,0,0,0,2,1,1,38
113,597,0,2,0,0,0,0,0,2,1,1,39
114,598,0,2,0,0,0,0,0,2,1,1,39
115,598,0,2,0,0,0,0,0,2,1,1,39
116,598,0,2,0,0,0,0,0,2,1,1,39
117,596,0,2,0,0,0,0,0,2,1,1,41
118,598,0,2,0,0,0,0,0,2,1,1,41
119,598,0,2,0,0,0,0,0,2,1,1,41
120,598,0,2,0,0,0,0,0,2,1,1,41
121,598,0,2,0,0,0,0,0,2,1,1,41
122,596,0,2,0,0,0,0,0,2,1,1,43
123,598,0,2,0,0,0,0,0,2,1,1,43
124,598,0,2,0,0,0,0,0,2,1,1,43
125,597,0,2,0,0,0,0,0,2,1,1,44
126,598,0,2,0,0,0,0,0,2,1,1,44
127,598,0,2,0,0,0,0,0,2,1,1,44
128,598,0,2,0,0,0,0,0,2,1,1,44
129,598,0,2,0,0,0,0,0,2,1,1,44
130,598,0,2,0,0,0,0,0,2,1,1,44
131,598,0,2,0,0,0,0,0,2,1,1,44
132,598,0,2,0,0,0,0,0,2,1,1,44
133,598,0,2,0,0,0,0,0,2,1,1,44
134,598,0,2,0,0,0,0,0,2,1,1,44
135,597,0,2,0,0,0,0,0,2,1,1,45
136,597,0,2,0,0,0,0,0,2,1,1,46
137,597,0,2,0,0,0,0,0,2,1,1,47
138,598,0,2,0,0,0,0,0,2,1,1,47
139,597,0,2,0,0,0,0,0,2,1,1,48
140,598,0,2,0,0,0,0,0,2,1,1,48
141,598,0,2,0,0,0,0,0,2,1,1,48
142,598,0,2,0,0,0,0,0,2,1,1,48
143,597,0,2,0,0,0,0,0,2,1,1,49
144,598,0,2,0,0,0,0,0,2,1,1,49
145,598,0,2,0,0,0,0,0,2,1,1,49
146,598,0,2,0,0,0,0,0,2,1,1,49
147,598,0,2,0,0,0,0,0,2,1,1,49
148,598,0,2,0,0,0,0,0,2,1,1,49
149,598,0,2,0,0,0,0,0,2,1,1,49
150,598,0,2,0,0,0,0,0,2,1,1,49
151,598,0,2,0,0,0,0,0,2,1,1,49
152,598,0,2,0,0,0,0,0,2,1,1,49
153,597,0,2,0,0,0,0,0,2,1,1,50
154,598,0,2,0,0,0,0,0,2,1,1,50
155,597,0,2,0,0,0,0,0,2,1,1,51
156,598,0,2,0,0,0,0,0,2,1,1,51
157,597,0,2,0,0,0,0,0,2,1,1,52
158,598,0,2,0,0,0,0,0,2,1,1,52
159,598,0,2,0,0,0,0,0,2,1,1,52
160,598,0,2,0,0,0,0,0,2,1,1,52
161,598,0,2,0,0,0,0,0,2,1,1,52
162,598,0,2,0,0,0,0,0,2,1,1,52
