Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,198.623,1.271,0.0,0.0,0.0,0.0,0.0,0.0,1.271,0.0,0.0,0.0,0.0,0.0,0.0,0.106
1,198.616,1.281,0.0,0.0,0.0,0.0,0.0,0.0,1.281,0.0,0.0,0.0,0.0,0.0,0.0,0.209
2,198.608,1.298,0.0,0.0,0.0,0.0,0.0,0.0,0.816,0.482,0.0,0.0,0.0,0.0,0.0,0.303
3,198.53,1.366,0.093,0.056,0.037,0.093,0.056,0.037,0.494,0.872,0.0,0.0,0.0,0.0,0.0,0.407
4,198.314,1.588,0.292,0.164,0.128,0.199,0.108,0.091,0.304,1.284,0.381,0.228,0.0,0.0,0.0,0.505
5,198.053,1.835,0.558,0.324,0.234,0.266,0.16,0.106,0.524,1.311,0.524,0.351,0.0,0.0,0.0,0.617
6,197.798,2.112,0.803,0.474,0.329,0.245,0.15,0.095,0.697,1.415,0.782,0.483,0.0,0.0,0.0,0.707
7,197.492,2.405,1.074,0.636,0.438,0.271,0.162,0.109,0.807,1.598,0.8,0.502,0.0,0.0,0.0,0.81
8,197.14,2.753,1.377,0.816,0.561,0.303,0.18,0.123,0.877,1.876,0.89,0.549,0.0,0.0,0.0,0.917
9,196.791,3.095,1.691,0.997,0.694,0.314,0.181,0.133,0.935,2.16,1.018,0.61,0.0,0.0,0.0,1.031
10,196.463,3.447,2.047,1.189,0.858,0.356,0.192,0.164,1.017,2.43,1.172,0.664,0.0,0.0,0.0,1.121
11,195.924,3.963,2.467,1.405,1.062,0.42,0.216,0.204,1.166,2.797,1.377,0.77,0.0,0.0,0.0,1.234
12,195.504,3.859,2.937,1.642,1.295,0.47,0.237,0.233,1.289,2.57,1.204,0.679,0.512,0.0,0.512,1.359
13,195.046,3.948,3.347,1.816,1.531,0.41,0.174,0.236,1.315,2.633,1.226,0.592,0.922,0.0,0.922,1.449
14,194.574,4.03,3.78,2.011,1.769,0.433,0.195,0.238,1.385,2.645,1.223,0.57,1.381,0.0,1.381,1.574
15,194.166,4.413,4.171,2.164,2.007,0.391,0.153,0.238,1.337,3.076,1.484,0.689,1.413,0.015,1.398,1.682
16,193.708,4.74,4.641,2.36,2.281,0.47,0.196,0.274,1.368,3.372,1.672,0.738,1.52,0.063,1.457,1.793
17,193.156,5.137,5.129,2.574,2.555,0.488,0.214,0.274,1.459,3.678,1.856,0.85,1.69,0.155,1.535,1.923
18,192.612,5.406,5.665,2.791,2.874,0.536,0.217,0.319,1.495,3.911,2.061,0.919,1.93,0.281,1.649,2.054
19,192.085,5.77,6.243,3.017,3.226,0.578,0.226,0.352,1.731,4.039,2.112,0.983,2.174,0.412,1.762,2.155
20,191.399,6.136,6.869,3.277,3.592,0.626,0.26,0.366,1.759,4.377,2.28,1.068,2.481,0.565,1.916,2.262
21,190.763,6.475,7.506,3.55,3.956,0.637,0.273,0.364,1.886,4.589,2.317,1.134,2.781,0.71,2.071,2.368
22,190.037,6.817,8.165,3.835,4.33,0.659,0.285,0.374,1.935,4.882,2.491,1.162,3.119,0.883,2.236,2.49
23,189.288,7.217,8.886,4.156,4.73,0.721,0.321,0.4,2.098,5.119,2.543,1.259,3.49,1.056,2.434,2.604
24,188.458,7.679,9.716,4.537,5.179,0.83,0.381,0.449,2.277,5.402,2.764,1.295,3.878,1.234,2.644,2.721
25,187.632,7.983,10.516,4.897,5.619,0.8,0.36,0.44,2.39,5.593,2.834,1.375,4.32,1.416,2.904,2.836
26,186.8,8.464,11.406,5.309,6.097,0.89,0.412,0.478,2.553,5.911,2.987,1.465,4.759,1.601,3.158,2.954
27,185.769,8.948,12.288,5.7,6.588,0.882,0.391,0.491,2.627,6.321,3.127,1.527,5.194,1.761,3.433,3.07
28,184.942,9.343,13.164,6.111,7.053,0.876,0.411,0.465,2.722,6.621,3.286,1.635,5.649,1.934,3.715,3.217
29,184.009,9.785,14.127,6.534,7.593,0.963,0.423,0.54,2.781,7.004,3.539,1.734,6.093,2.095,3.998,3.363
30,183.007,10.311,15.168,7.018,8.15,1.041,0.484,0.557,2.952,7.359,3.731,1.826,6.631,2.295,4.336,3.489
31,181.963,10.796,16.14,7.453,8.687,0.972,0.435,0.537,3.06,7.736,3.974,1.92,7.167,2.497,4.67,3.619
32,180.868,11.291,17.242,7.951,9.291,1.102,0.498,0.604,3.145,8.146,4.192,2.003,7.775,2.699,5.076,3.744
33,179.805,11.72,18.34,8.433,9.907,1.098,0.482,0.616,3.255,8.465,4.298,2.119,8.401,2.931,5.47,3.884
34,178.45,12.427,19.579,8.976,10.603,1.239,0.543,0.696,3.458,8.969,4.657,2.231,9.057,3.158,5.899,4.011
35,177.291,12.927,20.806,9.517,11.289,1.227,0.541,0.686,3.594,9.333,4.827,2.3,9.726,3.411,6.315,4.148
36,176.156,13.331,22.071,10.061,12.01,1.265,0.544,0.721,3.686,9.645,4.969,2.382,10.434,3.7,6.734,4.313
37,174.831,13.818,23.347,10.609,12.738,1.276,0.548,0.728,3.791,10.027,5.174,2.447,11.237,4.04,7.197,4.45
38,173.529,14.324,24.679,11.178,13.501,1.332,0.569,0.763,3.934,10.39,5.4,2.554,12.02,4.342,7.678,4.615
39,172.365,14.647,26.015,11.752,14.263,1.336,0.574,0.762,3.88,10.767,5.611,2.649,12.89,4.682,8.208,4.746
40,170.962,15.206,27.402,12.339,15.063,1.387,0.587,0.8,4.084,11.122,5.779,2.768,13.739,5.055,8.684,4.89
41,169.42,15.813,28.895,13.007,15.888,1.493,0.668,0.825,4.192,11.621,6.108,2.853,14.624,5.393,9.231,5.028
42,168.046,16.193,30.381,13.663,16.718,1.486,0.656,0.83,4.417,11.776,6.271,2.885,15.602,5.791,9.811,5.204
43,166.789,16.582,31.823,14.318,17.505,1.442,0.655,0.787,4.359,12.223,6.464,2.954,16.544,6.18,10.364,5.354
44,165.247,17.109,33.371,15.042,18.329,1.548,0.724,0.824,4.486,12.623,6.634,3.066,17.523,6.589,10.934,5.498
45,163.69,17.556,34.953,15.774,19.179,1.582,0.732,0.85,4.592,12.964,6.869,3.152,18.582,7.044,11.538,5.661
46,162.155,18.011,36.641,16.553,20.088,1.688,0.779,0.909,4.712,13.299,7.035,3.256,19.677,7.479,12.198,5.814
47,160.634,18.39,38.2,17.263,20.937,1.559,0.71,0.849,4.787,13.603,7.235,3.342,20.835,7.929,12.906,5.995
48,158.944,18.817,39.845,17.994,21.851,1.645,0.731,0.914,4.834,13.983,7.466,3.423,21.996,8.397,13.599,6.165
49,157.529,19.058,41.423,18.712,22.711,1.578,0.718,0.86,4.767,14.291,7.579,3.5,23.198,8.88,14.318,6.318
50,155.962,19.476,43.111,19.525,23.586,1.688,0.813,0.875,4.861,14.615,7.744,3.641,24.443,9.349,15.094,6.473
51,154.25,19.855,44.806,20.249,24.557,1.695,0.724,0.971,4.935,14.92,7.929,3.741,25.722,9.876,15.846,6.648
52,152.592,20.224,46.47,20.998,25.472,1.664,0.749,0.915,4.985,15.239,8.103,3.852,26.935,10.366,16.569,6.82
53,151.191,20.333,48.093,21.754,26.339,1.623,0.756,0.867,4.965,15.368,8.225,3.883,28.338,10.93,17.408,6.985
54,149.516,20.659,49.798,22.535,27.263,1.705,0.781,0.924,4.969,15.69,8.418,3.94,29.721,11.478,18.243,7.137
55,147.76,20.882,51.561,23.358,28.203,1.763,0.823,0.94,5.103,15.779,8.478,3.978,31.155,12.048,19.107,7.299
56,146.227,21.02,53.313,24.129,29.184,1.752,0.771,0.981,5.225,15.795,8.543,4.011,32.593,12.667,19.926,7.458
57,144.651,21.183,54.933,24.844,30.089,1.62,0.715,0.905,5.085,16.098,8.597,4.107,34.024,13.29,20.734,7.622
58,143.084,21.206,56.601,25.584,31.017,1.668,0.74,0.928,4.953,16.253,8.603,4.09,35.547,13.977,21.57,7.806
59,141.42,21.32,58.326,26.345,31.981,1.725,0.761,0.964,5.032,16.288,8.724,4.123,37.095,14.634,22.461,7.99
60,139.93,21.36,59.964,27.054,32.91,1.638,0.709,0.929,4.902,16.458,8.878,4.189,38.615,15.279,23.336,8.181
61,138.328,21.369,61.621,27.807,33.814,1.657,0.753,0.904,4.963,16.406,8.91,4.15,40.16,15.912,24.248,8.361
62,136.744,21.368,63.243,28.554,34.689,1.622,0.747,0.875,4.947,16.421,8.966,4.212,41.708,16.589,25.119,8.531
63,135.312,21.324,64.855,29.315,35.54,1.612,0.761,0.851,4.917,16.407,8.892,4.217,43.266,17.25,26.016,8.665
64,133.687,21.315,66.505,30.12,36.385,1.65,0.805,0.845,4.847,16.468,8.929,4.183,44.876,17.929,26.947,8.862
