Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,197.424,2.473,3.564,0.0,3.564,3.564,0.0,3.564,2.473,0.0,0.0,0.0,0.0,0.0,0.0,0.103
1,197.337,2.543,3.564,0.0,3.564,0.0,0.0,0.0,2.543,0.0,0.0,0.0,0.0,0.0,0.0,0.223
2,197.376,2.546,3.564,0.0,3.564,0.0,0.0,0.0,1.811,0.735,0.0,0.0,0.0,0.0,0.0,0.301
3,197.29,2.603,3.671,0.067,3.604,0.107,0.067,0.04,1.069,1.534,0.0,0.0,0.0,0.0,0.0,0.408
4,196.974,2.923,3.984,0.261,3.723,0.313,0.194,0.119,0.414,2.509,0.397,0.291,0.0,0.0,0.0,0.511
5,196.491,3.422,4.508,0.569,3.939,0.524,0.308,0.216,0.894,2.528,0.982,0.666,0.0,0.0,0.0,0.598
6,196.042,3.856,4.988,0.857,4.131,0.48,0.288,0.192,1.183,2.673,1.497,0.989,0.0,0.0,0.0,0.7
7,195.5,4.39,5.506,1.145,4.361,0.518,0.288,0.23,1.389,3.001,1.534,0.993,0.0,0.0,0.0,0.81
8,194.926,4.982,6.092,1.482,4.61,0.586,0.337,0.249,1.529,3.453,1.668,1.057,0.0,0.0,0.0,0.902
9,194.362,5.521,6.679,1.807,4.872,0.587,0.325,0.262,1.6,3.921,1.88,1.153,0.0,0.0,0.0,1.019
10,193.672,6.215,7.375,2.167,5.208,0.696,0.36,0.336,1.797,4.418,2.16,1.271,0.0,0.0,0.0,1.132
11,193.012,6.894,8.086,2.539,5.547,0.711,0.372,0.339,1.958,4.936,2.512,1.389,0.0,0.0,0.0,1.226
12,192.257,6.921,8.879,2.9,5.979,0.793,0.361,0.432,2.129,4.792,2.445,1.212,0.694,0.0,0.694,1.354
13,191.495,6.769,9.638,3.242,6.396,0.759,0.342,0.417,2.198,4.571,2.283,1.021,1.563,0.0,1.563,1.49
14,190.863,6.533,10.326,3.547,6.779,0.688,0.305,0.383,2.205,4.328,2.131,0.843,2.499,0.0,2.499,1.603
15,190.295,7.043,10.916,3.76,7.156,0.59,0.213,0.377,2.0,5.043,2.556,1.01,2.539,0.016,2.523,1.719
16,189.564,7.585,11.652,4.03,7.622,0.736,0.27,0.466,2.014,5.571,2.894,1.176,2.679,0.123,2.556,1.866
17,188.789,8.071,12.451,4.295,8.156,0.799,0.265,0.534,2.135,5.936,3.202,1.326,2.972,0.298,2.674,2.011
18,187.999,8.513,13.318,4.597,8.721,0.867,0.302,0.565,2.346,6.167,3.44,1.41,3.347,0.532,2.815,2.134
19,187.16,8.89,14.191,4.932,9.259,0.873,0.335,0.538,2.484,6.406,3.55,1.493,3.798,0.806,2.992,2.281
20,186.272,9.319,15.114,5.32,9.794,0.923,0.388,0.535,2.642,6.677,3.624,1.562,4.259,1.087,3.172,2.406
21,185.334,9.759,16.088,5.72,10.368,0.974,0.4,0.574,2.787,6.972,3.707,1.666,4.758,1.348,3.41,2.546
22,184.338,10.178,17.125,6.146,10.979,1.037,0.426,0.611,2.948,7.23,3.773,1.761,5.34,1.651,3.689,2.673
23,183.39,10.531,18.164,6.614,11.55,1.039,0.468,0.571,3.038,7.493,3.86,1.838,5.962,1.975,3.987,2.784
24,182.361,10.879,19.193,7.089,12.104,1.029,0.475,0.554,3.092,7.787,3.973,1.897,6.63,2.296,4.334,2.907
25,181.269,11.233,20.304,7.569,12.735,1.111,0.48,0.631,3.194,8.039,4.117,1.935,7.353,2.613,4.74,3.048
26,180.144,11.662,21.476,8.113,13.363,1.172,0.544,0.628,3.341,8.321,4.211,2.084,8.063,2.933,5.13,3.189
27,179.034,12.13,22.642,8.626,14.016,1.166,0.513,0.653,3.403,8.727,4.395,2.206,8.703,3.172,5.531,3.333
28,177.862,12.692,23.839,9.16,14.679,1.197,0.534,0.663,3.561,9.131,4.654,2.333,9.314,3.39,5.924,3.483
29,176.654,13.222,25.082,9.699,15.383,1.243,0.539,0.704,3.582,9.64,4.938,2.443,9.998,3.625,6.373,3.618
30,175.44,13.698,26.373,10.271,16.102,1.291,0.572,0.719,3.71,9.988,5.12,2.495,10.739,3.852,6.887,3.759
31,174.152,14.203,27.709,10.887,16.822,1.336,0.616,0.72,3.827,10.376,5.401,2.604,11.529,4.111,7.418,3.892
32,172.855,14.678,29.056,11.502,17.554,1.347,0.615,0.732,3.961,10.717,5.614,2.675,12.354,4.414,7.94,4.022
33,171.599,15.034,30.374,12.06,18.314,1.318,0.558,0.76,3.992,11.042,5.774,2.772,13.25,4.768,8.482,4.175
34,170.262,15.467,31.787,12.698,19.089,1.413,0.638,0.775,4.114,11.353,5.977,2.801,14.195,5.132,9.063,4.302
35,168.829,15.905,33.237,13.331,19.906,1.45,0.633,0.817,4.191,11.714,6.189,2.855,15.16,5.507,9.653,4.458
36,167.423,16.33,34.714,14.019,20.695,1.477,0.688,0.789,4.301,12.029,6.395,2.889,16.138,5.922,10.216,4.603
37,166.046,16.682,36.182,14.638,21.544,1.468,0.619,0.849,4.375,12.307,6.565,2.983,17.188,6.358,10.83,4.752
38,164.638,17.096,37.644,15.286,22.358,1.462,0.648,0.814,4.405,12.691,6.819,3.058,18.177,6.783,11.394,4.905
39,163.196,17.403,39.158,15.936,23.222,1.514,0.65,0.864,4.419,12.984,6.933,3.132,19.326,7.277,12.049,5.051
40,161.645,17.858,40.775,16.651,24.124,1.617,0.715,0.902,4.624,13.234,7.108,3.218,20.427,7.719,12.708,5.205
41,160.18,18.161,42.307,17.361,24.946,1.532,0.71,0.822,4.651,13.51,7.307,3.293,21.587,8.219,13.368,5.373
42,158.737,18.456,43.83,18.041,25.789,1.523,0.68,0.843,4.631,13.825,7.361,3.42,22.741,8.699,14.042,5.543
43,157.196,18.789,45.448,18.783,26.665,1.618,0.742,0.876,4.687,14.102,7.488,3.518,23.961,9.208,14.753,5.699
44,155.653,19.107,47.065,19.538,27.527,1.617,0.755,0.862,4.769,14.338,7.629,3.614,25.191,9.699,15.492,5.867
45,154.106,19.314,48.691,20.283,28.408,1.626,0.745,0.881,4.825,14.489,7.705,3.682,26.515,10.268,16.247,6.057
46,152.548,19.601,50.352,21.019,29.333,1.661,0.736,0.925,4.906,14.695,7.799,3.743,27.817,10.792,17.025,6.228
47,151.132,19.71,51.869,21.714,30.155,1.517,0.695,0.822,4.809,14.901,7.925,3.779,29.136,11.353,17.783,6.406
48,149.646,19.892,53.47,22.456,31.014,1.601,0.742,0.859,4.794,15.098,8.057,3.816,30.479,11.946,18.533,6.559
49,148.091,20.009,55.078,23.222,31.856,1.608,0.766,0.842,4.802,15.207,8.126,3.869,31.896,12.518,19.378,6.736
50,146.529,20.224,56.72,24.009,32.711,1.642,0.787,0.855,4.79,15.434,8.308,3.877,33.233,13.053,20.18,6.926
51,145.077,20.277,58.298,24.764,33.534,1.578,0.755,0.823,4.837,15.44,8.408,3.857,34.672,13.643,21.029,7.102
52,143.579,20.313,59.876,25.504,34.372,1.578,0.74,0.838,4.768,15.545,8.475,3.896,36.143,14.212,21.931,7.275
53,142.174,20.243,61.386,26.157,35.229,1.51,0.653,0.857,4.707,15.536,8.46,3.865,37.628,14.828,22.8,7.457
54,140.86,20.158,62.816,26.808,36.008,1.43,0.651,0.779,4.53,15.628,8.561,3.896,39.067,15.458,23.609,7.622
55,139.373,20.177,64.387,27.547,36.84,1.571,0.739,0.832,4.562,15.615,8.597,3.873,40.549,16.099,24.45,7.785
56,137.962,20.071,65.89,28.227,37.663,1.503,0.68,0.823,4.574,15.497,8.595,3.876,42.067,16.738,25.329,7.96
57,136.406,20.103,67.524,28.969,38.555,1.634,0.742,0.892,4.676,15.427,8.591,3.815,43.597,17.393,26.204,8.126
58,135.007,19.996,69.021,29.673,39.348,1.497,0.704,0.793,4.677,15.319,8.475,3.821,45.114,18.035,27.079,8.309
59,133.624,19.888,70.517,30.364,40.153,1.496,0.691,0.805,4.537,15.351,8.403,3.821,46.633,18.686,27.947,8.488
60,132.28,19.673,71.962,31.024,40.938,1.445,0.66,0.785,4.44,15.233,8.283,3.774,48.212,19.374,28.838,8.669
61,131.012,19.548,73.35,31.671,41.679,1.388,0.647,0.741,4.347,15.201,8.361,3.822,49.652,20.012,29.64,8.827
62,129.67,19.305,74.76,32.335,42.425,1.41,0.664,0.746,4.278,15.027,8.259,3.817,51.231,20.709,30.522,9.011
63,128.376,19.16,76.162,33.008,43.154,1.402,0.673,0.729,4.211,14.949,8.191,3.809,52.708,21.33,31.378,9.186
64,127.117,18.862,77.508,33.642,43.866,1.346,0.634,0.712,4.136,14.726,8.076,3.765,54.251,22.047,32.204,9.376
65,125.965,18.635,78.814,34.282,44.532,1.306,0.64,0.666,4.066,14.569,7.984,3.794,55.708,22.675,33.033,9.522
66,124.764,18.404,80.093,34.901,45.192,1.279,0.619,0.66,3.916,14.488,7.928,3.755,57.128,23.273,33.855,9.694
67,123.63,18.134,81.342,35.471,45.871,1.249,0.57,0.679,3.824,14.31,7.817,3.725,58.574,23.886,34.688,9.867
68,122.514,17.871,82.573,36.048,46.525,1.231,0.577,0.654,3.736,14.135,7.784,3.696,59.992,24.508,35.484,10.024
69,121.363,17.491,83.817,36.641,47.176,1.244,0.593,0.651,3.68,13.811,7.618,3.575,61.542,25.176,36.366,10.184
70,120.298,17.117,84.977,37.182,47.795,1.16,0.541,0.619,3.661,13.456,7.507,3.471,62.997,25.792,37.205,10.353
71,119.225,16.822,86.137,37.764,48.373,1.16,0.582,0.578,3.567,13.255,7.423,3.401,64.383,26.366,38.017,10.512
72,118.25,16.449,87.224,38.275,48.949,1.087,0.511,0.576,3.455,12.994,7.19,3.353,65.775,26.984,38.791,10.668
73,117.289,16.016,88.256,38.781,49.475,1.032,0.506,0.526,3.317,12.699,7.063,3.267,67.178,27.614,39.564,10.84
