Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,596.34,3.27,2.85,2.85,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.39
1,596.48,3.27,2.85,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.64
2,596.44,3.27,2.85,0.0,2.24,1.03,0.0,0.0,0.0,0.0,0.0,0.93
3,596.26,3.43,3.01,0.16,1.35,2.08,0.0,0.0,0.0,0.0,0.0,1.24
4,595.91,3.79,3.37,0.36,0.52,3.27,0.6,0.43,0.0,0.0,0.0,1.54
5,595.2,4.52,4.1,0.73,1.18,3.34,1.34,0.74,0.0,0.0,0.0,1.82
6,594.57,5.15,4.73,0.63,1.63,3.52,1.98,1.29,0.0,0.0,0.0,2.1
7,593.94,5.8,5.38,0.65,1.99,3.81,2.03,1.31,0.0,0.0,0.0,2.36
8,592.98,6.6,6.18,0.8,2.18,4.42,2.15,1.37,0.0,0.0,0.0,2.78
9,592.27,7.43,7.01,0.83,2.41,5.02,2.38,1.43,0.0,0.0,0.0,3.08
10,591.31,8.31,7.89,0.88,2.51,5.8,2.87,1.55,0.0,0.0,0.0,3.46
11,590.35,9.24,8.82,0.93,2.7,6.54,3.33,1.69,0.0,0.0,0.0,3.87
12,589.5,9.15,9.79,0.97,2.81,6.34,3.27,1.47,1.03,0.0,1.03,4.19
13,588.45,9.19,10.93,1.14,3.15,6.04,3.0,1.38,2.08,0.0,2.08,4.47
14,587.37,9.1,12.04,1.11,3.24,5.86,2.96,1.08,3.27,0.0,3.27,4.73
15,586.53,9.81,12.86,0.82,3.12,6.69,3.4,1.33,3.34,0.04,3.3,5.05
16,585.59,10.56,13.82,0.96,3.02,7.54,3.93,1.61,3.5,0.13,3.37,5.4
17,584.51,11.33,14.9,1.08,3.03,8.3,4.33,1.84,3.79,0.36,3.43,5.77
18,583.51,11.85,16.02,1.12,3.19,8.66,4.55,2.08,4.35,0.6,3.75,6.06
19,582.35,12.46,17.19,1.17,3.35,9.11,4.8,2.34,4.88,0.96,3.92,6.37
20,580.97,13.02,18.55,1.36,3.8,9.22,4.85,2.46,5.61,1.37,4.24,6.77
21,579.98,13.35,19.64,1.09,3.72,9.63,4.92,2.64,6.31,1.69,4.62,7.14
22,578.39,14.04,21.21,1.57,4.03,10.01,4.86,2.72,7.13,2.08,5.05,7.59
23,576.88,14.86,22.8,1.59,4.52,10.34,5.15,2.83,7.88,2.47,5.41,7.98
