Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,196.786,3.121,3.053,0.0,3.053,3.053,0.0,3.053,3.121,0.0,0.0,0.0,0.0,0.0,0.0,0.093
1,196.769,3.134,3.053,0.0,3.053,0.0,0.0,0.0,3.134,0.0,0.0,0.0,0.0,0.0,0.0,0.19
2,196.788,3.099,3.053,0.0,3.053,0.0,0.0,0.0,1.918,1.181,0.0,0.0,0.0,0.0,0.0,0.303
3,196.51,3.372,3.298,0.14,3.158,0.245,0.14,0.105,1.321,2.051,0.0,0.0,0.0,0.0,0.0,0.421
4,196.136,3.761,3.712,0.374,3.338,0.414,0.234,0.18,0.655,3.106,0.734,0.48,0.0,0.0,0.0,0.524
5,195.515,4.383,4.336,0.758,3.578,0.624,0.384,0.24,1.17,3.213,1.263,0.816,0.0,0.0,0.0,0.626
6,194.882,5.012,4.967,1.157,3.81,0.631,0.399,0.232,1.562,3.45,1.897,1.227,0.0,0.0,0.0,0.732
7,194.302,5.594,5.571,1.492,4.079,0.604,0.335,0.269,1.709,3.885,1.972,1.246,0.0,0.0,0.0,0.836
8,193.589,6.32,6.28,1.888,4.392,0.709,0.396,0.313,1.857,4.463,2.154,1.306,0.0,0.0,0.0,0.927
9,192.839,7.067,7.09,2.312,4.778,0.81,0.424,0.386,2.07,4.997,2.448,1.42,0.0,0.0,0.0,1.021
10,191.938,7.953,7.998,2.788,5.21,0.908,0.476,0.432,2.303,5.65,2.828,1.608,0.0,0.0,0.0,1.13
11,190.997,8.897,8.981,3.284,5.697,0.983,0.496,0.487,2.587,6.31,3.219,1.762,0.0,0.0,0.0,1.236
12,189.959,8.781,10.029,3.805,6.224,1.048,0.521,0.527,2.839,5.942,3.002,1.47,1.145,0.0,1.145,1.351
13,189.126,8.78,10.921,4.2,6.721,0.892,0.395,0.497,2.793,5.987,2.947,1.356,1.97,0.0,1.97,1.475
14,188.259,8.524,11.845,4.583,7.262,0.924,0.383,0.541,2.769,5.755,2.759,1.147,3.011,0.0,3.011,1.582
15,187.455,9.208,12.648,4.877,7.771,0.803,0.294,0.509,2.59,6.618,3.334,1.385,3.105,0.049,3.056,1.706
16,186.664,9.806,13.538,5.193,8.345,0.89,0.316,0.574,2.53,7.276,3.802,1.595,3.315,0.176,3.139,1.838
17,185.713,10.296,14.546,5.557,8.989,1.008,0.364,0.644,2.688,7.608,4.117,1.744,3.733,0.426,3.307,1.997
18,184.674,10.849,15.651,5.956,9.695,1.105,0.399,0.706,2.86,7.989,4.376,1.865,4.248,0.719,3.529,2.133
19,183.624,11.372,16.766,6.414,10.352,1.115,0.458,0.657,3.052,8.32,4.541,1.95,4.781,1.023,3.758,2.285
20,182.585,11.807,17.887,6.894,10.993,1.121,0.48,0.641,3.183,8.624,4.693,2.075,5.373,1.364,4.009,2.429
21,181.421,12.316,19.085,7.432,11.653,1.198,0.538,0.66,3.353,8.963,4.826,2.148,6.027,1.715,4.312,2.57
22,180.221,12.757,20.327,7.972,12.355,1.242,0.54,0.702,3.48,9.277,4.881,2.263,6.771,2.106,4.665,2.715
23,178.939,13.204,21.692,8.572,13.12,1.365,0.6,0.765,3.677,9.527,4.967,2.304,7.641,2.548,5.093,2.846
24,177.709,13.56,22.991,9.153,13.838,1.299,0.581,0.718,3.719,9.841,5.064,2.395,8.527,2.972,5.555,2.988
25,176.33,14.022,24.39,9.776,14.614,1.399,0.623,0.776,3.921,10.101,5.209,2.464,9.435,3.38,6.055,3.135
26,174.969,14.535,25.824,10.456,15.368,1.434,0.68,0.754,4.014,10.521,5.445,2.559,10.302,3.736,6.566,3.276
27,173.631,15.07,27.281,11.118,16.163,1.457,0.662,0.795,4.177,10.893,5.643,2.658,11.109,4.061,7.048,3.422
28,172.172,15.648,28.767,11.81,16.957,1.486,0.692,0.794,4.287,11.361,5.929,2.786,11.982,4.378,7.604,3.562
29,170.702,16.222,30.265,12.481,17.784,1.498,0.671,0.827,4.353,11.869,6.202,2.879,12.845,4.669,8.176,3.727
30,169.241,16.796,31.822,13.182,18.64,1.557,0.701,0.856,4.424,12.372,6.499,2.973,13.775,4.975,8.8,3.868
31,167.782,17.268,33.356,13.842,19.514,1.534,0.66,0.874,4.515,12.753,6.739,3.098,14.766,5.329,9.437,4.02
32,166.207,17.766,34.978,14.541,20.437,1.622,0.699,0.923,4.619,13.147,6.98,3.22,15.825,5.749,10.076,4.183
33,164.766,18.114,36.504,15.238,21.266,1.526,0.697,0.829,4.579,13.535,7.147,3.317,16.929,6.2,10.729,4.341
34,163.167,18.576,38.211,15.981,22.23,1.707,0.743,0.964,4.718,13.858,7.342,3.397,18.084,6.669,11.415,4.515
35,161.639,18.966,39.821,16.709,23.112,1.61,0.728,0.882,4.771,14.195,7.611,3.478,19.208,7.122,12.086,4.689
36,160.011,19.324,41.502,17.464,24.038,1.681,0.755,0.926,4.871,14.453,7.771,3.563,20.459,7.653,12.806,4.868
37,158.493,19.659,43.15,18.198,24.952,1.648,0.734,0.914,4.923,14.736,7.927,3.651,21.684,8.163,13.521,5.029
38,156.887,19.984,44.857,18.903,25.954,1.707,0.705,1.002,4.86,15.124,8.083,3.699,22.978,8.725,14.253,5.201
39,155.211,20.277,46.596,19.709,26.887,1.739,0.806,0.933,4.984,15.293,8.179,3.742,24.336,9.31,15.026,5.381
