
Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,198,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0
1,198,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0
2,198,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0
3,198,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0
4,198,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0
5,197,3,3,1,2,1,1,0,1,2,0,0,0,0,0,0
6,196,3,3,1,2,0,0,0,1,2,2,0,0,0,0,1
7,197,3,3,1,2,0,0,0,0,3,2,0,0,0,0,1
8,197,3,3,1,2,0,0,0,0,3,2,0,0,0,0,1
9,197,3,3,1,2,0,0,0,0,3,3,0,0,0,0,1
10,197,3,3,1,2,0,0,0,0,3,3,0,0,0,0,1
11,197,3,3,1,2,0,0,0,0,3,3,0,0,0,0,1
12,197,3,3,1,2,0,0,0,0,3,3,0,0,0,0,1
13,197,3,3,1,2,0,0,0,0,3,3,0,0,0,0,1
14,194,4,6,2,4,3,1,2,3,1,1,0,2,0,2,1
15,194,4,6,2,4,0,0,0,3,1,1,0,2,0,2,1
16,193,5,7,2,5,1,0,1,4,1,1,0,2,0,2,1
17,193,4,7,2,5,0,0,0,3,1,0,0,3,1,2,1
18,193,4,7,2,5,0,0,0,1,3,0,0,3,1,2,1
19,192,5,8,3,5,1,1,0,1,4,1,0,3,1,2,1
20,190,7,10,4,6,2,1,1,3,4,1,2,3,1,2,1
21,189,8,11,5,6,1,1,0,3,5,1,3,3,1,2,1
22,189,8,11,5,6,0,0,0,1,7,1,3,3,1,2,1
23,189,8,11,5,6,0,0,0,1,7,1,4,3,1,2,1
24,189,8,11,5,6,0,0,0,1,7,3,4,3,1,2,1
25,188,9,12,5,7,1,0,1,1,8,3,4,3,1,2,1
26,187,10,13,5,8,1,0,1,2,8,3,4,3,1,2,1
27,186,10,14,5,9,1,0,1,3,7,3,4,4,1,3,1
28,186,8,14,5,9,0,0,0,3,5,3,2,6,2,4,1
